Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,tanggal_dummy,Usia,Is_Couple,Is_SMA,Anak,cmp_masuk,Spent,deals_rate,conversion_rate,rentang
1581,1581,9952,1947,S2,Bertunangan,78093000.0,0,0,2013-12-11,53,368000,32000,639000,13000,43000,10000,1,4,7,5,1,0,0,0,0,0,0,3,11,0,2014-02-02,67,1,0,0,0,1105000,0.058823529411764705,0.8,Lansia
1582,1582,3503,1950,S1,Cerai,82460000.0,0,0,2013-12-02,78,255000,47000,573000,52000,32000,15000,1,5,3,6,1,0,0,0,0,0,0,3,11,0,2014-02-18,64,0,0,0,0,974000,0.06666666666666667,0.8333333333333334,Lansia
1583,1583,5223,1966,S2,Bertunangan,45903000.0,0,1,2014-04-23,80,33000,8000,10000,2000,10000,3000,2,2,1,3,4,0,0,0,0,0,0,3,11,0,2014-07-12,48,1,0,1,0,66000,0.25,0.3333333333333333,Tua
1584,1584,4608,1987,S1,Cerai,81361000.0,0,0,2014-02-25,18,163000,23000,424000,27000,65000,76000,1,3,10,13,1,0,0,0,0,0,0,3,11,1,2014-03-15,27,0,0,0,0,778000,0.037037037037037035,0.75,Muda
1585,1585,1626,1973,S3,Cerai,35860000.0,1,1,2014-05-19,37,15000,0,8000,4000,2000,20000,2,1,1,2,5,1,0,0,0,0,0,3,11,1,2014-06-25,41,0,0,2,1,49000,0.3333333333333333,0.16666666666666666,Tua
1586,1586,4764,1952,S2,Bertunangan,40442000.0,1,1,2012-08-19,52,45000,12000,52000,25000,22000,13000,4,3,1,4,7,0,0,0,0,0,0,3,11,1,2012-10-10,62,1,0,2,0,169000,0.3333333333333333,0.3,Lansia
1587,1587,2471,1965,S1,Menikah,61482000.0,0,0,2014-06-27,39,48000,58000,68000,16000,66000,43000,1,3,2,6,2,0,0,0,0,0,0,3,11,0,2014-08-05,49,1,0,0,0,299000,0.08333333333333333,0.6,Tua
1588,1588,5892,1980,S1,Menikah,34968000.0,1,0,2013-04-10,11,158000,6000,45000,8000,2000,2000,7,3,2,5,7,0,0,0,0,0,0,3,11,0,2013-04-21,34,1,0,1,0,221000,0.4117647058823529,0.3,Tua
1589,1589,2612,1987,S1,Menikah,75794000.0,0,0,2013-12-24,33,754000,160000,625000,63000,32000,48000,1,7,5,12,3,0,0,0,1,0,0,3,11,0,2014-01-26,27,1,0,0,1,1682000,0.04,0.7,Muda
1590,1590,4971,1962,S3,Bertunangan,31497000.0,0,1,2012-12-06,22,108000,1000,28000,13000,1000,4000,2,3,1,4,8,0,0,0,0,0,0,3,11,0,2012-12-28,52,1,0,1,0,155000,0.2,0.2727272727272727,Tua
1591,1591,5185,1955,S1,Menikah,74268000.0,0,0,2013-02-14,83,199000,66000,315000,97000,174000,41000,1,4,3,5,2,0,0,0,0,0,0,3,11,0,2013-05-08,59,1,0,0,0,892000,0.07692307692307693,0.6666666666666666,Lansia
1592,1592,10069,1988,SMA,Bertunangan,13724000.0,1,0,2012-08-31,43,2000,7000,5000,2000,15000,27000,1,2,0,2,9,1,0,0,0,0,0,3,11,0,2012-10-13,26,1,1,1,1,58000,0.2,0.18181818181818182,Muda
1593,1593,2262,1965,S2,Bertunangan,45143000.0,0,1,2013-08-26,74,202000,5000,74000,11000,5000,14000,3,6,1,5,7,0,0,0,0,0,0,3,11,0,2013-11-08,49,1,0,1,0,311000,0.2,0.46153846153846156,Tua
1594,1594,1131,1967,S3,Lajang,52569000.0,0,1,2014-04-05,54,85000,0,3000,0,0,7000,1,2,0,4,3,0,0,0,0,0,0,3,11,0,2014-05-29,47,0,0,1,0,95000,0.14285714285714285,0.4,Tua
1595,1595,1041,1973,S3,Lajang,48432000.0,0,1,2012-10-18,3,322000,3000,50000,4000,3000,42000,5,7,1,6,8,0,0,0,0,0,0,3,11,1,2012-10-21,41,0,0,1,0,424000,0.2631578947368421,0.4666666666666667,Tua
1596,1596,24,1960,S2,Bertunangan,17144000.0,1,1,2014-02-15,96,18000,2000,19000,0,2000,6000,5,3,0,4,7,0,0,0,0,0,0,3,11,0,2014-05-22,54,1,0,2,0,47000,0.4166666666666667,0.3,Tua
1597,1597,3409,1984,S1,Lajang,36108000.0,1,0,2013-10-15,68,141000,8000,129000,3000,11000,47000,3,7,1,4,9,1,0,0,0,0,0,3,11,0,2013-12-22,30,0,0,1,1,339000,0.2,0.4375,Muda
1598,1598,7022,1971,S1,Menikah,76445000.0,1,0,2012-09-28,2,739000,107000,309000,140000,80000,35000,1,2,5,13,6,0,0,0,0,0,0,3,11,0,2012-09-30,43,1,0,1,0,1410000,0.047619047619047616,0.25,Tua
1599,1599,7943,1975,S3,Menikah,36663000.0,1,0,2014-04-25,40,18000,0,6000,3000,3000,5000,1,1,1,3,2,0,0,0,0,0,0,3,11,0,2014-06-04,39,1,0,1,0,35000,0.16666666666666666,0.3333333333333333,Tua
1600,1600,5272,1965,S2,Menikah,53843000.0,0,1,2013-06-27,64,378000,0,88000,19000,4000,73000,4,8,5,3,7,0,0,0,0,0,0,3,11,0,2013-08-30,49,1,0,1,0,562000,0.2,0.5333333333333333,Tua
1601,1601,5453,1956,S2,Menikah,90226000.0,0,0,2012-09-26,26,1083000,108000,649000,253000,151000,108000,1,4,7,12,2,0,0,0,1,0,0,3,11,0,2012-10-22,58,1,0,0,1,2352000,0.041666666666666664,0.6666666666666666,Lansia
1602,1602,2565,1955,S2,Cerai,70638000.0,0,0,2013-06-01,69,1016000,12000,215000,16000,12000,63000,1,4,5,10,3,0,1,0,0,0,0,3,11,0,2013-08-09,59,0,0,0,1,1334000,0.05,0.5714285714285714,Lansia
1603,1603,800,1960,S1,Bertunangan,44512000.0,1,1,2013-08-30,57,23000,1000,6000,0,0,2000,2,1,0,3,4,0,0,0,0,0,0,3,11,0,2013-10-26,54,1,0,2,0,32000,0.3333333333333333,0.2,Tua
1604,1604,11092,1961,S1,Menikah,27116000.0,1,1,2014-03-02,78,12000,1000,21000,2000,2000,3000,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2014-05-19,53,1,0,2,0,41000,0.2857142857142857,0.2222222222222222,Tua
1605,1605,5062,1963,S3,Menikah,54072000.0,1,1,2013-07-27,71,35000,0,4000,0,0,0,1,2,0,2,8,0,0,0,0,0,0,3,11,0,2013-10-06,51,1,0,2,0,39000,0.2,0.2,Tua
1606,1606,8969,1977,S1,Menikah,71855000.0,0,1,2013-01-16,59,548000,31000,422000,0,112000,28000,4,5,5,11,3,0,0,0,0,0,0,3,11,0,2013-03-16,37,1,0,1,0,1141000,0.16,0.625,Tua
1607,1607,4656,1990,D3,Lajang,51250000.0,1,0,2013-03-30,28,342000,32000,230000,34000,32000,40000,5,10,5,4,9,1,0,0,0,0,0,3,11,0,2013-04-27,24,0,0,1,1,710000,0.20833333333333334,0.5263157894736842,Muda
1608,1608,4480,1973,S2,Menikah,60432000.0,0,1,2014-03-09,61,365000,3000,15000,4000,3000,11000,5,7,2,5,6,0,0,0,0,0,0,3,11,0,2014-05-09,41,1,0,1,0,401000,0.2631578947368421,0.5384615384615384,Tua
1609,1609,9971,1964,S3,Menikah,65526000.0,0,1,2014-04-11,22,397000,19000,69000,12000,0,9000,1,4,4,8,2,0,0,0,0,0,0,3,11,0,2014-05-03,50,1,0,1,0,506000,0.058823529411764705,0.6666666666666666,Tua
1610,1610,6729,1988,S1,Lajang,68655000.0,0,0,2012-08-10,95,456000,19000,832000,75000,118000,38000,1,4,5,11,3,0,0,0,0,0,0,3,11,0,2012-11-13,26,0,0,0,0,1538000,0.047619047619047616,0.5714285714285714,Muda
1611,1611,1773,1978,D3,Menikah,12393000.0,0,0,2012-12-04,38,5000,6000,15000,11000,7000,13000,1,2,0,3,9,0,0,0,0,0,0,3,11,0,2013-01-11,36,1,0,0,0,57000,0.16666666666666666,0.18181818181818182,Tua
1612,1612,9242,1990,S1,Lajang,64509000.0,0,0,2013-08-17,19,836000,185000,575000,24000,25000,77000,1,6,3,9,4,1,0,0,0,0,0,3,11,1,2013-09-05,24,0,0,0,1,1722000,0.05263157894736842,0.6,Muda
1613,1613,1764,1975,S1,Lajang,33955000.0,1,0,2013-08-09,92,100000,2000,128000,23000,7000,10000,4,5,1,5,8,0,0,0,0,0,0,3,11,0,2013-11-09,39,0,0,1,0,270000,0.26666666666666666,0.38461538461538464,Tua
1614,1614,6215,1977,S1,Menikah,31353000.0,1,1,2013-12-29,24,10000,0,10000,3000,1000,7000,2,1,1,2,8,0,0,0,0,0,0,3,11,1,2014-01-22,37,1,0,2,0,31000,0.3333333333333333,0.1111111111111111,Tua
1615,1615,10099,1984,S1,Menikah,55434000.0,1,0,2013-10-05,21,238000,115000,215000,169000,69000,76000,3,5,3,13,4,0,0,0,0,0,0,3,11,0,2013-10-26,30,1,0,1,0,882000,0.125,0.5555555555555556,Muda
1616,1616,5423,1983,S1,Bertunangan,28359000.0,1,0,2013-10-27,35,6000,0,5000,2000,1000,2000,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013-12-01,31,1,0,1,0,16000,0.25,0.125,Tua
1617,1617,940,1987,S1,Lajang,57100000.0,1,0,2014-05-18,9,158000,11000,99000,15000,11000,17000,2,3,2,7,3,0,0,0,0,0,0,3,11,0,2014-05-27,27,0,0,1,0,311000,0.14285714285714285,0.5,Muda
1618,1618,3011,1965,S1,Menikah,69139000.0,0,1,2014-01-27,23,86000,12000,75000,33000,15000,6000,1,4,1,5,4,0,0,0,0,0,0,3,11,0,2014-02-19,49,1,0,1,0,227000,0.09090909090909091,0.5,Tua
1619,1619,3298,1956,S2,Menikah,52973000.0,0,1,2012-11-08,92,856000,0,76000,12000,9000,199000,7,9,6,9,8,0,0,0,0,0,0,3,11,0,2013-02-08,58,1,0,1,0,1152000,0.22580645161290322,0.5294117647058824,Lansia
1620,1620,8286,1965,S3,Bertunangan,51717000.0,0,1,2013-08-20,55,98000,1000,17000,0,1000,5000,1,3,0,4,7,0,1,0,0,0,0,3,11,0,2013-10-14,49,1,0,1,1,122000,0.125,0.3,Tua
1621,1621,9668,1971,S1,Menikah,18793000.0,1,0,2013-01-12,14,4000,16000,20000,0,17000,20000,3,2,0,4,8,0,0,0,0,0,0,3,11,0,2013-01-26,43,1,0,1,0,77000,0.3333333333333333,0.2,Tua
1622,1622,5120,1982,D3,Bertunangan,66664000.0,0,0,2012-09-25,78,398000,96000,447000,220000,96000,32000,1,5,7,6,3,0,0,0,0,0,0,3,11,0,2012-12-12,32,1,0,0,0,1289000,0.05263157894736842,0.625,Tua
1623,1623,6097,1959,S1,Lajang,50664000.0,1,1,2013-01-16,64,313000,8000,104000,6000,4000,126000,9,8,1,6,9,0,0,0,0,0,0,3,11,0,2013-03-21,55,0,0,2,0,561000,0.375,0.47058823529411764,Tua
1624,1624,7019,1963,S1,Bertunangan,54414000.0,1,1,2013-01-23,49,109000,18000,16000,24000,26000,18000,4,3,1,5,4,0,0,0,0,0,0,3,11,0,2013-03-13,51,1,0,2,0,211000,0.3076923076923077,0.42857142857142855,Tua
1625,1625,7408,1952,S3,Menikah,54549000.0,0,1,2014-03-03,8,216000,2000,6000,0,0,9000,2,5,1,4,7,0,0,0,0,0,0,3,11,0,2014-03-11,62,1,0,1,0,233000,0.16666666666666666,0.4166666666666667,Lansia
1626,1626,8041,1971,S3,Janda,47111000.0,0,1,2012-09-08,35,595000,71000,153000,120000,112000,41000,6,3,2,10,9,0,0,0,0,0,0,3,11,0,2012-10-13,43,0,0,1,0,1092000,0.2857142857142857,0.25,Tua
1627,1627,252,1963,S3,Cerai,41003000.0,0,0,2013-03-17,11,123000,133000,142000,71000,44000,88000,1,6,2,8,6,0,0,0,0,0,0,3,11,0,2013-03-28,51,0,0,0,0,601000,0.058823529411764705,0.5,Tua
1628,1628,9986,1982,S1,Bertunangan,19444000.0,1,0,2014-02-22,8,16000,0,23000,3000,2000,10000,3,4,1,2,7,0,0,0,0,0,0,3,11,1,2014-03-02,32,1,0,1,0,54000,0.3,0.36363636363636365,Tua
1629,1629,3276,1976,D3,Bertunangan,36301000.0,1,0,2013-10-25,53,11000,12000,35000,3000,5000,12000,1,3,0,3,7,0,0,0,0,0,0,3,11,0,2013-12-17,38,1,0,1,0,78000,0.14285714285714285,0.3,Tua
1630,1630,3859,1947,S3,Bertunangan,73059000.0,0,1,2013-08-31,36,410000,112000,420000,0,82000,71000,1,9,3,13,4,0,0,0,0,0,0,3,11,0,2013-10-06,67,1,0,1,0,1095000,0.038461538461538464,0.6923076923076923,Lansia
1631,1631,3570,1969,S3,Bertunangan,42731000.0,1,0,2013-10-21,64,159000,2000,51000,6000,2000,24000,3,4,1,5,5,0,0,0,0,0,0,3,11,0,2013-12-24,45,1,0,1,0,244000,0.23076923076923078,0.4444444444444444,Tua
1632,1632,3783,1959,S3,Menikah,52854000.0,1,1,2014-03-24,43,105000,0,10000,0,1000,0,2,2,1,4,5,0,0,0,0,0,0,3,11,0,2014-05-06,55,1,0,2,0,116000,0.2222222222222222,0.2857142857142857,Tua
1633,1633,10207,1978,S1,Bertunangan,22775000.0,1,0,2013-06-19,40,5000,1000,8000,0,0,1000,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013-07-29,36,1,0,1,0,15000,0.25,0.1111111111111111,Tua
1634,1634,10906,1948,S3,Bertunangan,46681000.0,0,2,2013-10-08,52,269000,15000,69000,15000,19000,38000,2,4,6,4,5,0,0,0,0,0,0,3,11,0,2013-11-29,66,1,0,2,0,425000,0.125,0.4444444444444444,Lansia
1635,1635,3427,1955,S3,Menikah,59821000.0,0,1,2013-04-12,11,629000,0,70000,0,0,35000,6,11,2,7,8,0,0,0,0,0,0,3,11,0,2013-04-23,59,1,0,1,0,734000,0.23076923076923078,0.5789473684210527,Lansia
1636,1636,5209,1954,S1,Cerai,50002000.0,0,1,2013-06-17,21,443000,5000,71000,21000,16000,82000,2,8,2,7,7,0,0,0,0,0,0,3,11,0,2013-07-08,60,0,0,1,0,638000,0.10526315789473684,0.5333333333333333,Lansia
1637,1637,10711,1945,S1,Menikah,69755000.0,0,0,2013-10-02,23,217000,77000,373000,111000,23000,93000,1,3,6,12,1,0,0,0,0,0,0,3,11,0,2013-10-25,69,1,0,0,0,894000,0.045454545454545456,0.75,Lansia
1638,1638,10785,1969,S1,Menikah,44078000.0,1,1,2014-06-19,17,24000,1000,10000,2000,0,4000,2,2,0,3,5,0,0,0,0,0,0,3,11,0,2014-07-06,45,1,0,2,0,41000,0.2857142857142857,0.2857142857142857,Tua
1639,1639,2814,1976,S2,Bertunangan,30560000.0,1,0,2013-06-27,6,9000,1000,5000,4000,5000,7000,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2013-07-03,38,1,0,1,0,31000,0.2,0.125,Tua
1640,1640,6866,1969,S2,Bertunangan,35924000.0,1,1,2014-03-23,56,8000,0,14000,2000,3000,7000,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2014-05-18,45,1,0,2,0,34000,0.2,0.16666666666666666,Tua
1641,1641,1665,1964,S3,Cerai,64140000.0,0,2,2013-09-23,71,1459000,0,61000,0,15000,215000,5,2,5,6,5,1,0,1,0,1,0,3,11,1,2013-12-03,50,0,0,2,3,1750000,0.2777777777777778,0.2857142857142857,Tua
1642,1642,6575,1981,S1,Bertunangan,56386000.0,1,1,2012-10-27,51,230000,48000,214000,13000,32000,75000,8,9,1,7,9,0,0,0,0,0,0,3,11,0,2012-12-17,33,1,0,2,0,612000,0.32,0.5,Tua
1643,1643,3829,1979,SMA,Bertunangan,24594000.0,1,0,2013-12-10,94,1000,3000,6000,10000,0,9000,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2014-03-14,35,1,1,1,0,29000,0.2,0.16666666666666666,Tua
1644,1644,3091,1981,D3,Bertunangan,75774000.0,1,0,2014-05-02,27,340000,21000,134000,258000,14000,56000,1,7,5,8,4,0,0,0,0,0,0,3,11,0,2014-05-29,33,1,0,1,0,823000,0.047619047619047616,0.6363636363636364,Tua
1645,1645,10141,1960,S2,Cerai,39228000.0,0,0,2013-05-10,1,7000,1000,6000,0,3000,3000,1,0,0,3,4,0,0,0,0,0,0,3,11,0,2013-05-11,54,0,0,0,0,20000,0.25,0.0,Tua
1646,1646,5177,1974,S2,Menikah,58494000.0,0,1,2013-12-12,56,298000,7000,68000,4000,0,19000,2,6,2,6,6,0,0,0,0,0,0,3,11,0,2014-02-06,40,1,0,1,0,396000,0.125,0.5,Tua
1647,1647,7005,1981,S1,Lajang,58684000.0,0,0,2014-06-16,71,479000,35000,179000,28000,7000,85000,1,5,3,12,2,0,1,0,0,0,0,3,11,0,2014-08-26,33,0,0,0,1,813000,0.047619047619047616,0.7142857142857143,Tua
1648,1648,6409,1967,S1,Cerai,57136000.0,0,0,2013-05-18,18,267000,140000,599000,34000,12000,127000,1,7,5,7,6,0,0,0,0,0,0,3,11,1,2013-06-05,47,0,0,0,0,1179000,0.05,0.5384615384615384,Tua
1649,1649,7485,1950,S3,Janda,56551000.0,1,1,2014-05-07,48,67000,4000,32000,17000,2000,16000,3,2,1,4,4,0,0,0,0,0,0,3,11,0,2014-06-24,64,0,0,2,0,138000,0.3,0.3333333333333333,Lansia
1650,1650,8079,1982,S1,Menikah,22448000.0,1,0,2014-02-26,86,3000,1000,8000,23000,2000,18000,3,2,1,3,3,0,0,0,0,0,0,3,11,0,2014-05-23,32,1,0,1,0,55000,0.3333333333333333,0.4,Tua
1651,1651,8395,1961,S1,Lajang,82014000.0,0,0,2012-08-20,48,980000,37000,265000,35000,163000,31000,1,3,6,12,6,0,0,0,0,0,0,3,11,1,2012-10-07,53,0,0,0,0,1511000,0.045454545454545456,0.3333333333333333,Tua
1652,1652,10352,1963,S1,Janda,34213000.0,1,1,2012-09-07,2,50000,4000,28000,6000,3000,26000,3,3,1,2,9,0,0,0,0,0,0,3,11,1,2012-09-09,51,0,0,2,0,117000,0.3333333333333333,0.25,Tua
1654,1654,13,1947,S3,Janda,25358000.0,0,1,2013-07-22,57,19000,0,5000,0,0,8000,2,1,0,3,6,0,0,0,0,0,0,3,11,0,2013-09-17,67,0,0,1,0,32000,0.3333333333333333,0.14285714285714285,Lansia
1655,1655,1834,1978,S2,Lajang,35544000.0,1,0,2014-03-08,77,30000,5000,23000,4000,1000,4000,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2014-05-24,36,0,0,1,0,67000,0.16666666666666666,0.2222222222222222,Tua
1656,1656,2285,1954,S2,Bertunangan,36634000.0,0,1,2013-05-28,0,213000,9000,76000,4000,3000,30000,3,5,2,5,7,0,0,0,0,0,0,3,11,0,2013-05-28,60,1,0,1,0,335000,0.2,0.4166666666666667,Lansia
1657,1657,2295,1954,S3,Menikah,62670000.0,0,1,2014-02-02,57,539000,30000,92000,80000,46000,38000,1,5,3,13,3,0,0,0,0,0,0,3,11,0,2014-03-31,60,1,0,1,0,825000,0.045454545454545456,0.625,Lansia
1658,1658,1378,1972,D3,Bertunangan,50334000.0,0,1,2013-07-24,24,284000,16000,160000,84000,16000,134000,6,7,4,6,6,0,0,0,0,0,0,3,11,0,2013-08-17,42,1,0,1,0,694000,0.2608695652173913,0.5384615384615384,Tua
1659,1659,2781,1981,S1,Lajang,72066000.0,0,0,2014-06-23,55,1003000,34000,536000,134000,51000,34000,1,4,6,6,2,0,0,1,1,0,0,3,11,1,2014-08-17,33,0,0,0,2,1792000,0.058823529411764705,0.6666666666666666,Tua
1660,1660,1165,1958,S3,Lajang,50729000.0,1,1,2013-05-02,62,239000,13000,143000,45000,4000,52000,9,6,2,7,6,0,0,0,0,0,0,3,11,0,2013-07-03,56,0,0,2,0,496000,0.375,0.5,Lansia
1661,1661,1404,1968,S1,Bertunangan,34916000.0,2,0,2013-05-15,89,51000,23000,82000,33000,0,42000,4,5,1,3,9,0,0,0,0,0,0,3,11,0,2013-08-12,46,1,0,2,0,231000,0.3076923076923077,0.35714285714285715,Tua
1662,1662,6457,1976,S1,Cerai,64892000.0,0,1,2014-05-29,77,527000,24000,230000,32000,24000,65000,2,6,4,12,4,0,0,0,0,0,0,3,11,0,2014-08-14,38,0,0,1,0,902000,0.08333333333333333,0.6,Tua
1663,1663,2639,1966,S1,Lajang,43602000.0,1,1,2014-01-10,45,19000,5000,12000,10000,3000,19000,3,3,1,2,6,0,0,0,0,0,0,3,11,0,2014-02-24,48,0,0,2,0,68000,0.3333333333333333,0.3333333333333333,Tua
1664,1664,8299,1989,S3,Lajang,33996000.0,0,0,2013-09-11,46,40000,2000,15000,8000,0,6000,1,1,1,3,4,0,0,0,0,0,0,3,11,0,2013-10-27,25,0,0,0,0,71000,0.16666666666666666,0.2,Muda
1665,1665,6437,1985,D3,Lajang,41473000.0,1,0,2013-06-19,80,21000,8000,20000,15000,3000,9000,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2013-09-07,29,0,0,1,0,76000,0.16666666666666666,0.2222222222222222,Muda
1666,1666,6912,1967,S3,Menikah,63246000.0,0,2,2013-08-20,60,593000,30000,91000,29000,22000,7000,1,6,3,12,4,0,0,0,0,0,0,3,11,0,2013-10-19,47,1,0,2,0,772000,0.045454545454545456,0.6,Tua
1667,1667,7327,1959,S3,Menikah,36732000.0,1,1,2013-12-29,71,21000,5000,3000,10000,1000,7000,3,1,1,4,2,0,0,0,0,0,0,3,11,0,2014-03-10,55,1,0,2,0,47000,0.3333333333333333,0.3333333333333333,Tua
1668,1668,5299,1970,S3,Menikah,69084000.0,1,0,2013-11-19,43,1181000,107000,199000,39000,30000,30000,2,7,3,13,8,0,0,0,0,0,0,3,11,0,2014-01-01,44,1,0,1,0,1586000,0.08,0.4666666666666667,Tua
1669,1669,4127,1967,S3,Menikah,77766000.0,0,1,2013-02-22,97,1004000,59000,265000,115000,59000,27000,2,11,10,11,6,1,0,0,0,0,0,3,11,1,2013-05-30,47,1,0,1,1,1529000,0.058823529411764705,0.6470588235294118,Tua
1670,1670,8143,1985,S3,Lajang,37929000.0,0,0,2013-07-30,49,202000,2000,46000,3000,2000,10000,2,4,2,5,7,0,1,0,1,0,0,3,11,1,2013-09-17,29,0,0,0,2,265000,0.15384615384615385,0.36363636363636365,Muda
1671,1671,1964,1951,S1,Bertunangan,86610000.0,0,0,2013-09-05,66,446000,107000,768000,33000,196000,53000,1,5,6,6,2,0,0,0,0,0,0,3,11,0,2013-11-10,63,1,0,0,0,1603000,0.05555555555555555,0.7142857142857143,Lansia
1672,1672,3690,1986,S2,Menikah,80141000.0,0,0,2013-01-11,20,1184000,102000,673000,52000,40000,40000,1,7,4,10,6,0,0,1,0,0,0,3,11,1,2013-01-31,28,1,0,0,1,2091000,0.045454545454545456,0.5384615384615384,Muda
1673,1673,3433,1955,D3,Menikah,72635000.0,0,0,2013-06-03,54,390000,22000,323000,104000,35000,107000,1,6,8,6,3,0,0,0,1,0,0,3,11,0,2013-07-27,59,1,0,0,1,981000,0.047619047619047616,0.6666666666666666,Lansia
1674,1674,3389,1970,S1,Menikah,69016000.0,0,1,2012-11-22,61,726000,53000,363000,123000,107000,161000,4,8,9,13,5,0,0,0,0,0,0,3,11,0,2013-01-22,44,1,0,1,0,1533000,0.11764705882352941,0.6153846153846154,Tua
1675,1675,4712,1991,D3,Bertunangan,20193000.0,0,0,2012-11-28,18,8000,8000,22000,24000,11000,9000,1,1,1,4,4,0,0,0,0,0,0,3,11,0,2012-12-16,23,1,0,0,0,82000,0.14285714285714285,0.2,Muda
1676,1676,1170,1975,S1,Menikah,27573000.0,1,0,2013-03-25,45,50000,15000,110000,39000,15000,15000,4,5,1,4,8,0,0,0,0,0,0,3,11,0,2013-05-09,39,1,0,1,0,244000,0.2857142857142857,0.38461538461538464,Tua
1677,1677,6347,1979,SMA,Lajang,15862000.0,1,0,2013-06-27,26,1000,1000,4000,11000,9000,10000,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013-07-23,35,0,1,1,0,36000,0.2,0.1111111111111111,Tua
1678,1678,4065,1976,S3,Menikah,49544000.0,1,0,2013-02-12,0,308000,0,73000,0,0,23000,2,5,1,8,7,0,0,0,0,0,0,3,11,0,2013-02-12,38,1,0,1,0,404000,0.125,0.4166666666666667,Tua
1679,1679,8230,1980,S1,Menikah,33228000.0,1,0,2014-01-23,28,22000,2000,31000,7000,4000,5000,1,2,0,3,7,0,0,0,0,0,0,3,11,0,2014-02-20,34,1,0,1,0,71000,0.16666666666666666,0.2222222222222222,Tua
1680,1680,1215,1978,S1,Bertunangan,70440000.0,0,0,2013-10-08,49,690000,117000,499000,76000,102000,88000,1,5,10,7,3,0,0,0,1,0,0,3,11,0,2013-11-26,36,1,0,0,1,1572000,0.043478260869565216,0.625,Tua
1681,1681,5939,1971,S1,Bertunangan,38232000.0,1,1,2014-01-17,84,43000,5000,28000,7000,6000,33000,4,3,1,3,5,0,0,0,0,0,0,3,11,0,2014-04-11,43,1,0,2,0,122000,0.36363636363636365,0.375,Tua
1682,1682,2156,1955,S3,Menikah,22554000.0,1,1,2012-11-03,38,27000,0,10000,0,0,4000,4,2,0,4,5,0,0,0,0,0,0,3,11,0,2012-12-11,59,1,0,2,0,41000,0.4,0.2857142857142857,Lansia
1683,1683,7788,1983,S3,Menikah,23536000.0,1,0,2014-06-04,53,6000,0,3000,0,0,1000,1,0,0,3,3,0,0,0,0,0,0,3,11,0,2014-07-27,31,1,0,1,0,10000,0.25,0.0,Tua
1684,1684,10323,1952,S1,Menikah,49413000.0,0,1,2013-10-25,88,205000,7000,41000,3000,2000,46000,2,4,2,5,5,0,0,0,0,0,0,3,11,0,2014-01-21,62,1,0,1,0,304000,0.15384615384615385,0.4444444444444444,Lansia
1685,1685,7947,1969,S1,Menikah,42231000.0,1,1,2014-03-25,99,24000,0,8000,0,1000,4000,1,1,0,3,5,0,0,0,0,0,0,3,11,0,2014-07-02,45,1,0,2,0,37000,0.2,0.16666666666666666,Tua
1686,1686,1891,1980,S2,Cerai,78789000.0,0,0,2012-08-08,12,667000,50000,850000,21000,83000,83000,1,4,6,5,2,0,0,0,0,0,0,3,11,1,2012-08-20,34,0,0,0,0,1754000,0.0625,0.6666666666666666,Tua
1687,1687,2570,1968,S1,Bertunangan,56534000.0,0,1,2013-07-23,35,691000,7000,61000,10000,0,46000,4,10,4,7,8,0,1,0,0,1,0,3,11,1,2013-08-27,46,1,0,1,2,815000,0.16,0.5555555555555556,Tua
1688,1688,9256,1971,S1,Lajang,58350000.0,0,1,2013-01-04,5,493000,26000,206000,116000,80000,80000,4,8,3,12,6,0,0,0,0,0,0,3,11,0,2013-01-09,43,0,0,1,0,1001000,0.14814814814814814,0.5714285714285714,Tua
1689,1689,295,1989,S1,Lajang,81217000.0,0,0,2013-07-19,77,493000,70000,324000,146000,40000,84000,1,3,7,11,1,0,0,0,0,0,0,3,11,0,2013-10-04,25,0,0,0,0,1157000,0.045454545454545456,0.75,Muda
1690,1690,7397,1951,S1,Lajang,49090000.0,0,1,2013-07-19,45,494000,5000,82000,7000,0,100000,3,7,2,9,7,0,0,0,0,0,0,3,11,0,2013-09-02,63,0,0,1,0,688000,0.14285714285714285,0.5,Lansia
1691,1691,6349,1987,S2,Cerai,61787000.0,0,0,2013-07-06,71,621000,73000,414000,78000,48000,85000,1,8,4,6,5,0,0,0,0,0,0,3,11,0,2013-09-15,27,0,0,0,0,1319000,0.05263157894736842,0.6153846153846154,Muda
